LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS,Matched_CPU,Matched_GPU
655,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
660,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
691,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
980,Lenovo,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
688,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
690,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
809,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
35,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
274,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
634,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
644,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
648,HP,Ultrabook,12.5,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
916,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10,Core i5-4200U,NVIDIA GeForce 920MX
1092,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
817,HP,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10,Core i5-4200U,NVIDIA GeForce 940MX
183,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,IPS Panel Quad HD+ ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
157,Asus,Notebook,13.3,Quad HD+ 3200x1800,Quad HD+ ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
338,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
952,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,IPS Panel Touchscreen ,2560x1440,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1148,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Touchscreen ,2256x1504,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10 S,Core i5-4200U,Intel HD Graphics 620
843,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,IPS Panel Full HD ,2160x1440,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
176,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
189,Asus,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
228,Asus,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
241,Asus,Ultrabook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10,Core i5-4200U,NVIDIA GeForce 940MX
253,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10,Core i5-4200U,NVIDIA GeForce 920MX
306,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R7 M445,Windows 10,Core i5-4200U,AMD Radeon R7 M445
327,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
387,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R5 M420,Windows 10,Core i5-4200U,AMD Radeon R5 M420
392,Dell,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
415,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
445,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
516,Dell,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
639,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
645,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10,Core i5-4200U,NVIDIA GeForce 930MX
658,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10,Core i5-4200U,NVIDIA GeForce 930MX
681,HP,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
747,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10,Core i5-4200U,NVIDIA GeForce 930MX
776,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
781,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
823,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
829,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
841,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
1011,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1027,Lenovo,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1043,Lenovo,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1107,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
1123,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,No OS,Core i5-4200U,NVIDIA GeForce 940MX
1213,Samsung,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1234,Toshiba,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
358,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics,Windows 10,Core i5-4200U,Intel HD Graphics 505
435,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
697,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
953,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R7 M460,Windows 10,Core i5-4200U,AMD Radeon R7 M460
963,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
28,Acer,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
46,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel Graphics 620,Windows 10,Core i5-4200U,Intel UHD Graphics 620
650,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
663,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
879,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
931,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
965,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
967,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
970,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10,Core i5-4200U,NVIDIA GeForce 920MX
1031,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1035,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10,Core i5-4200U,NVIDIA GeForce 940MX
1045,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1061,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1066,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10,Core i5-4200U,NVIDIA GeForce 940MX
1081,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1246,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1247,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1255,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1258,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1272,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce MX150,No OS,Core i5-4200U,NVIDIA GeForce MX150 GP107
946,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB Flash Storage,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
336,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.7GHz,Core i5 7200U 2.7GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
218,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
305,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
309,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
984,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1124,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1244,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
175,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Touchscreen / Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
403,Dell,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
572,Fujitsu,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
590,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
750,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 520,Windows 10,Core i5-4200U,AMD Radeon 520 Mobile
713,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,IPS Panel Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
661,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 6300U 2.4GHz,Core i5 6300U 2.4GHz,Core i5 6300U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 520,Windows 10,Core i5-7600,Intel HD Graphics 520
310,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i5 6300U 2.4GHz,Core i5 6300U 2.4GHz,Core i5 6300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 520,Linux,Core i5-7600,Intel HD Graphics 520
